CommandID,RequestType,StartTick,EndTick,ChannelID,DieID
286,WRITE,4707817179,5221788565,7,28
287,READ,4748664194,5294805068,7,28
288,READ,4765026694,4841513196,4,13
289,WRITE,4780771694,5294743080,2,28
290,READ,4792171694,4845697473,3,12
291,READ,4804951694,4881438196,0,14
292,READ,4820006694,4896493196,1,5
293,WRITE,4820799194,5334770580,3,28
294,READ,4877723709,4929210211,7,16
295,READ,4896553709,4973040211,4,0
296,WRITE,4910701209,5424672595,5,28
297,READ,4923698709,5004009214,7,17
298,READ,4942528709,5019015211,0,27
299,WRITE,4951353709,5465325095,3,29
300,READ,4967373224,5022839214,4,26
301,READ,4976815724,5028302226,3,11
302,READ,5007547427,5093814214,0,5
303,WRITE,5024114927,5538086313,5,29
304,READ,5052889927,5129376429,3,18
305,READ,5068209442,5119695944,2,23
306,WRITE,5086034442,5600005828,5,30
307,READ,5101706942,5153193444,5,18
308,READ,5105279442,5156765944,6,10
309,WRITE,5120708957,5640960316,3,30
310,READ,5147658160,5224144662,2,9
311,READ,5171107675,5233926976,2,16
312,READ,5185872675,5237359177,4,16
313,WRITE,5198035175,5712006561,2,30
314,READ,5214965175,5266451677,0,7
315,READ,5216457675,5292944177,0,26
316,WRITE,5225282675,5748943064,4,30
317,READ,5271684378,5348170880,4,6
318,READ,5290126878,5366613380,1,16
319,WRITE,5317934378,5831905764,1,30
320,READ,5320126878,5404903194,1,10
321,READ,5332906878,5384393380,4,22
322,READ,5354881878,5406368380,5,4
323,WRITE,5357754378,5871725764,5,31
324,READ,5371139378,5422625880,6,20
325,READ,5387501878,5463988380,2,16
326,WRITE,5401649378,5915620764,3,31
327,READ,5422776878,5474263380,0,22
328,READ,5443686878,5520173380,1,2
329,WRITE,5460896878,5974868264,4,31
330,READ,5463089378,5514575880,7,1
331,READ,5481919378,5558405880,6,11
332,READ,5496684378,5548170880,3,25
333,WRITE,5508364378,6022335764,5,0
334,READ,5519764378,5571250880,0,6
335,READ,5537336878,5613823380,1,31
336,WRITE,5560009690,6073981076,1,0
337,READ,5575474690,5626961192,2,7
338,READ,5590239690,5666726192,0,3
339,WRITE,5600322190,6914293576,4,0
340,READ,5615787190,5676760195,2,23
341,READ,5630552190,5682038692,0,19
342,READ,5646914690,5723401192,6,30
343,WRITE,5661062190,6975033576,7,0
344,READ,5678124690,5754611192,3,27
345,READ,5695697190,5772183692,7,28
346,WRITE,5723576705,7037548091,3,0
347,READ,5739041705,5815528207,0,12
348,READ,5749741705,5804410195,3,20
349,WRITE,5767954205,6281925591,0,0
350,READ,5780176705,7048050079,7,0
351,READ,5805091220,5881577722,7,10
352,READ,5806583720,5858070222,2,18
353,WRITE,5823151220,7137122606,3,1
354,READ,5843963235,5895449737,0,24
355,READ,5859282750,5935769252,0,25
356,WRITE,5873770250,7187741636,2,1
357,READ,5897911953,5974398455,2,9
358,READ,5914274453,5965760955,6,29
359,WRITE,5928421953,6447353139,0,1
360,READ,5940161953,6022884767,4,31
361,READ,5958281156,6034767658,5,14
362,READ,5974423171,6050909673,7,7
363,WRITE,6008127686,7322099072,2,2
364,READ,6021125186,6072611688,0,8
365,READ,6038697686,6090184188,0,12
366,WRITE,6070757201,7384728587,6,2
367,READ,6100892513,6177379015,7,3
368,READ,6119285013,6187161329,7,26
369,WRITE,6120077513,6634048899,0,2
370,READ,6137007513,6188494015,2,17
371,READ,6138500013,6214986515,2,24
372,READ,6147942513,6224768829,2,0
373,WRITE,6212227652,6726199038,0,3
374,READ,6229290152,6280776654,5,1
375,READ,6244055152,6320541654,3,25
376,WRITE,6255735152,7569706538,6,3
377,READ,6265877652,6317364154,5,23
378,READ,6314399979,6365886481,7,4
379,WRITE,6330967479,7644938865,0,4
380,READ,6356261994,6432748496,5,0
381,READ,6365704494,6442190996,3,3
382,READ,6396364009,6472850511,7,10
383,WRITE,6484753836,7798725222,6,4
384,READ,6496153836,6572640338,3,4
385,READ,6506853836,6558340338,3,25
386,WRITE,6515678836,7029650222,7,4
387,READ,6592795851,6669282353,4,9
388,READ,6606857866,6658344368,2,12
389,WRITE,6669907693,7983879079,5,4
390,READ,6702524708,6779011210,3,16
391,READ,6711967208,6763453710,5,19
392,READ,6758812035,6838252713,5,2
393,WRITE,6797944362,7311915748,3,4
394,READ,6812706377,6889192879,4,22
395,READ,6868880892,6945367394,6,5
396,WRITE,6922655719,7456951281,6,5
397,READ,6950337734,7026824236,0,14
398,READ,6979391937,7030878439,1,27
399,WRITE,7007828640,7521800026,2,5
400,READ,7079730967,7131217469,4,13
401,READ,7094108467,7145594969,5,18
402,READ,7110420967,7186907469,6,16
403,WRITE,7111213467,7625184853,1,5
404,READ,7121355967,7197842469,0,21
405,READ,7178743606,7230230108,5,6
406,WRITE,7188826106,8502797492,5,5
407,READ,7211163606,7262650108,4,19
408,READ,7226483121,7277969623,3,14
409,WRITE,7242228121,7756199507,1,6
410,READ,7252370621,7328857123,0,30
411,READ,7266432636,7342919138,0,13
412,READ,7297504339,7348990841,3,1
413,WRITE,7310948854,8624920240,5,6
414,READ,7347789478,7424275980,7,24
415,READ,7371071978,7422558480,6,12
416,WRITE,7381154478,8695125864,3,6
417,READ,7396619478,7473105980,0,25
418,READ,7406061978,7457548480,3,13
419,WRITE,7419506493,7933477879,2,6
420,READ,7455971320,7532457822,6,23
421,READ,7475141320,7551627822,6,6
422,READ,7493260523,7569747025,4,5
423,WRITE,7507962538,8821933924,4,6
424,READ,7518105038,7594591540,3,14
425,READ,7555467365,7606953867,2,3
426,WRITE,7569954865,8883926251,6,6
427,READ,7592679865,7669166367,4,8
428,READ,7612064380,7688550882,0,2
429,WRITE,7626211880,8940183266,1,7
430,READ,7643274380,8988199769,1,7
431,READ,7658039380,7734525882,7,13
432,READ,7669079380,7745565882,5,29
433,WRITE,7686429692,8200401078,1,8
434,READ,7705097504,7756584006,3,3
435,READ,7719159519,7770646021,3,7
436,WRITE,7774752158,8288723544,1,9
437,READ,7791814658,7868301160,7,9
438,READ,7804594658,7881081160,5,0
439,WRITE,7824612158,8338583544,4,9
440,READ,7826804658,7890863474,5,30
441,READ,7840866673,7892353175,6,2
442,READ,7910268688,7961755190,4,10
443,WRITE,7921948688,9235920074,6,9
444,READ,7933348688,7984835190,6,11
445,READ,7946856188,7998342690,4,17
446,WRITE,7967848203,9296419077,6,10
447,READ,8003660218,8080146720,3,18
448,READ,8021779421,8098265923,4,17
449,WRITE,8036481436,8550452822,3,10
450,READ,8046623936,8123450252,3,17
451,READ,8115599560,8192086062,1,12
452,READ,8131741575,8208228077,2,22
453,WRITE,8158106090,8672077476,5,10
454,READ,8241491541,8317978043,7,0
455,READ,8252191541,8328678043,2,19
456,WRITE,8261016541,8774987927,7,10
457,READ,8321318868,8372805370,4,13
458,READ,8359658383,8436144885,0,14
459,WRITE,8374360398,9688331784,7,11
460,READ,8388567898,8440054400,3,24
461,READ,8406274913,9761348287,7,11
462,READ,8473014428,8524500930,3,22
463,WRITE,8483436928,9797408314,0,11
464,READ,8538797007,8590283509,2,19
465,READ,8556504022,8607990524,3,23
466,WRITE,8584940725,9898912111,6,11
467,READ,8625456349,8676942851,4,12
468,READ,8643424161,8694910663,1,23
469,WRITE,8656868676,9988526738,4,11
470,READ,8717698988,9836147290,7,11
471,READ,8728398988,8779885490,1,4
472,READ,8739098988,8790585490,4,17
473,WRITE,8747923988,9261895374,2,11
474,READ,8822848503,8874335005,5,20
475,READ,8839211003,8915697505,5,2
476,WRITE,8849293503,10163264889,7,12
477,READ,8861033503,8912520005,1,31
478,READ,8907508330,8997982083,1,14
479,WRITE,8920010830,9433982216,5,12
480,READ,8953427533,9029914035,4,22
481,READ,8964467533,9015954035,7,1
482,READ,8978529548,9055016050,4,14
483,WRITE,9035842395,9549813781,6,12
484,READ,9049227395,9100713897,0,21
485,READ,9059927395,9111413897,7,15
486,WRITE,9074414895,9588386281,2,12
487,READ,9089176910,9140663412,5,13
488,READ,9132354549,9208841051,2,15
489,WRITE,9147879064,9661850450,2,13
490,READ,9175561079,9252047581,0,22
491,READ,9240630906,9292117408,3,0
492,READ,9277025109,9328511611,2,4
493,WRITE,9288705109,9803701295,3,13
494,READ,9306590109,9358076611,6,22
495,READ,9338894624,9415381126,4,27
496,WRITE,9347719624,9861691010,3,14
497,READ,9362481639,9413968141,2,3
498,READ,9391535842,9443022344,2,1
499,WRITE,9454860669,9968832055,1,14
500,READ,9467858169,9544344671,5,7
501,READ,9478558169,9555044671,0,31
502,READ,9488000669,9539487171,3,16
503,WRITE,9587317684,10101289070,3,15
504,READ,9606460184,9657946686,6,24
505,READ,9622772684,9699259186,3,2
506,WRITE,9623565184,10937536570,6,15
507,READ,9635305184,9686791686,3,29
508,READ,9696834699,9748321201,0,29
509,WRITE,9717372199,10231343585,5,15
510,READ,9733391714,9784878216,6,7
511,READ,9745689214,9797175716,4,29
512,READ,9757211714,9833698216,3,10
513,WRITE,9797989041,10311960427,5,16
514,READ,9821584041,9898070543,1,20
515,READ,9833881541,9910368043,1,6
516,WRITE,9852094041,11166065427,7,16
517,READ,9863494041,9914980543,2,27
518,READ,9880339041,9931825543,0,5
519,WRITE,9895951541,10409922927,7,17
520,READ,9898144041,9949630543,0,4
521,READ,9921379041,9972865543,2,6
522,READ,9943563244,10020049746,6,9
523,WRITE,9972020259,10485991645,7,18
524,READ,9974212759,10025699261,3,26
525,READ,10004317759,10080804261,0,22
526,WRITE,10005110259,11319081645,0,18
527,READ,10018590259,10095076761,4,14
528,READ,10043032759,10094519261,0,5
529,WRITE,10043825259,10557796645,3,18
530,READ,10053967759,10130794075,3,2
531,READ,10069287274,10145773776,5,11
532,READ,10078729774,10130216276,1,29
533,WRITE,10122180086,10636151472,6,18
534,READ,10146329601,10222816103,2,9
535,READ,10161094601,10212581103,0,16
536,WRITE,10175242101,10689213487,6,19
537,READ,10188722101,10265208603,2,13
538,READ,10205034601,10256521103,1,10
539,WRITE,10205827101,10719798487,4,19
540,READ,10215969601,10267456103,7,21
541,READ,10268600600,10320087102,0,2
542,READ,10287430600,10338917102,7,27
543,WRITE,10297513100,10811484486,5,19
544,READ,10310993100,10362479602,3,0
545,READ,10332193100,10408679602,0,2
546,WRITE,10332985600,10850500989,7,19
547,READ,10355055115,10431541617,5,13
548,READ,10367352615,10443839117,2,21
549,WRITE,10380242615,10894214001,3,19
550,READ,10398649630,10475136132,1,3
551,READ,10445769457,10497255959,3,12
552,READ,10462131957,10538618459,4,1
553,WRITE,10473811957,10987783343,1,19
554,READ,10488019457,10539505959,7,22
555,READ,10513066472,10589552974,5,11
556,WRITE,10524746472,11838717858,2,19
557,READ,10534888972,10586375474,3,13
558,READ,10576599284,10636174477,3,5
559,WRITE,10586681784,11900653170,2,20
560,READ,10606551784,10658038286,0,13
561,READ,10625516299,10677002801,2,26
562,READ,10634958799,10767814990,4,19
563,WRITE,10672533992,11186505378,7,20
564,READ,10689596492,10766082994,2,17
565,READ,10704361492,10780847994,2,29
566,WRITE,10716041492,11230012878,6,20
567,READ,10731846492,10808332994,4,12
568,READ,10755021007,10831507509,0,4
569,WRITE,10800258022,11321285873,5,20
570,READ,10822422537,10873909039,5,30
571,READ,10833850037,10885336539,1,7
572,READ,10862999240,10914485742,0,1
573,WRITE,10863791740,11377763126,4,20
574,READ,10877516740,10954003242,4,31
575,READ,10900958443,10952444945,3,0
576,WRITE,10916703443,11430674829,6,21
577,READ,10932168443,11008654945,3,28
578,READ,10942868443,11019354945,5,25
579,WRITE,10961515943,12275487329,4,21
580,READ,10981505458,11032991960,0,15
581,READ,10993802958,11045289460,6,11
582,READ,11007310458,11083796960,6,6
583,WRITE,11033562473,12347533859,3,21
584,READ,11050624973,11127111475,5,9
585,READ,11065389973,11116876475,2,0
586,WRITE,11077069973,11591041359,3,22
587,READ,11087212473,11138698975,2,22
588,READ,11116266676,11176910478,5,23
589,WRITE,11153431503,11667402889,2,22
590,READ,11166429003,11242915505,1,6
591,READ,11179936503,11256423005,5,13
592,READ,11219555706,11271042208,1,12
593,WRITE,11231235706,12545207092,7,22
594,READ,11245443206,11331222008,5,24
595,READ,11270707409,11322193911,7,1
596,WRITE,11286452409,12600423795,4,22
597,READ,11299449909,11375936411,6,22
598,READ,11308892409,11450735414,6,22
599,WRITE,11364919424,11878890810,5,22
600,READ,11379996924,11456483426,2,16
601,READ,11403099424,11479585926,2,29
602,READ,11404591924,11481078426,7,6
603,WRITE,11425646439,11939617825,3,23
604,READ,11427838939,11664057862,3,22
605,READ,11470273454,11521759956,3,26
606,WRITE,11498572969,12012544355,2,23
607,READ,11509972969,11586459471,0,17
608,READ,11522270469,11598756971,2,17
609,WRITE,11535160469,12849131855,5,23
610,READ,11553567484,11605053986,5,21
611,READ,11636911486,11713397988,1,2
612,READ,11651288986,11727775488,1,17
613,WRITE,11665643986,12979615372,5,24
614,READ,11667836486,11719322988,7,28
615,READ,11700173501,11776660003,3,27
616,WRITE,11710596001,12224567387,5,25
617,READ,11759788328,11811274830,1,3
618,READ,11772085828,11823572330,7,17
619,WRITE,11782990828,13096962214,5,26
620,READ,11810672843,11862159345,6,23
621,READ,11846212670,11897699172,6,31
622,READ,11861317670,11912804172,2,21
623,WRITE,11878667982,12392639368,4,26
624,READ,11897335794,11973822296,0,8
625,READ,11921448606,11997935108,0,13
626,WRITE,11936878121,12450849507,1,26
627,READ,11956962636,12008449138,4,12
628,READ,11967662636,12044149138,4,4
629,WRITE,11980165136,12494136522,1,27
630,READ,12011912151,12063398653,2,22
631,READ,12035701666,12112188168,0,18
632,READ,12055086181,12618223595,7,22
633,WRITE,12063911181,12577882567,4,27
634,READ,12082571181,12134057683,1,7
635,READ,12096633196,12173119698,6,5
636,WRITE,12146925523,12660896909,5,27
637,READ,12165332538,12216819040,7,12
638,READ,12204887365,12281373867,2,2
639,WRITE,12257817504,12771788890,1,28
640,READ,12267960004,12319446506,5,10
641,READ,12314434831,12365921333,6,29
642,READ,12323877331,12375363833,0,4
643,WRITE,12354394034,13668365420,7,28
644,READ,12391238549,12467725051,6,7
645,READ,12407601049,12477507365,6,12
646,WRITE,12416426049,12930397435,4,28
647,READ,12431188064,12487289679,6,24
648,READ,12492662891,12569149393,3,10
649,WRITE,12512472891,13026444277,6,28
650,READ,12525952891,12602439393,6,30
651,READ,12542522891,12619009393,1,17
652,READ,12544015391,13074460780,6,28
653,WRITE,12579944906,13893916292,3,28
654,READ,12619086609,12670573111,2,21
655,READ,12639514109,12691000611,2,1
656,WRITE,12651676609,13982156998,2,28
657,READ,12668606609,12745093111,4,13
658,READ,12672179109,12748665611,1,1
659,WRITE,12687054109,14001025495,3,29
660,READ,12710624421,12787110923,3,17
661,READ,12721324421,12772810923,6,14
662,READ,12732364421,12808850923,4,27
663,WRITE,12790213936,14104185322,5,29
664,READ,12807276436,12858762938,5,2
665,READ,12824121436,12875607938,4,2
666,WRITE,12841331436,13355302822,7,29
667,READ,12843523936,12895010438,4,20
668,READ,12854563936,12933561941,5,8
669,WRITE,12893826436,13407797822,2,29
670,READ,12909291436,12985777938,1,9
671,READ,12918733936,12995220438,7,21
672,READ,12932795951,12984282453,2,5
673,WRITE,12964515466,14278486852,3,30
674,READ,12976255466,13052741968,5,28
675,READ,13027207481,13103693983,3,3
676,WRITE,13045032481,13559003867,0,30
677,READ,13061962481,13113448983,5,11
678,READ,13065534981,13117021483,3,10
679,WRITE,13080022481,14393993867,5,30
680,READ,13096769496,13173255998,2,24
681,READ,13118802308,13170288810,5,17
682,READ,13142244011,13193730513,0,21
683,WRITE,13153924011,13667895397,7,30
684,READ,13165324011,13245087813,5,13
685,READ,13174766511,13226253013,4,1
686,WRITE,13210768214,14524739600,2,30
687,READ,13222168214,13298654716,1,10
688,READ,13237273214,13288759716,6,28
689,WRITE,13263511026,14577482412,5,31
690,READ,13278273041,13363302636,7,1
691,READ,13330432556,13406919058,6,23
692,READ,13341472556,13417959058,4,0
693,WRITE,13394837071,13917599209,2,31
694,READ,13406577071,13483063573,0,14
695,READ,13449826898,13501313400,6,17
696,WRITE,13461506898,13975478284,6,31
697,READ,13471649398,13548135900,7,12
698,READ,13518755022,13595241524,7,29
699,WRITE,13532199537,14046170923,6,0
700,READ,13583019364,13634505866,4,28
701,READ,13594059364,13645545866,2,13
702,READ,13626476039,13677962541,6,11
703,WRITE,13665391178,14179362564,4,0
704,READ,13692348193,13768834695,1,26
705,READ,13713135208,13764621710,7,13
706,WRITE,13723217708,14237189094,7,0
707,READ,13733360208,13809846710,4,31
708,READ,13801922223,13853408725,1,2
709,WRITE,13812344723,15126316109,0,0
710,READ,13842098926,13925599023,2,5
711,READ,13885298753,13936785255,5,6
712,READ,13927150768,14003637270,4,26
713,WRITE,13968137471,14482108857,3,0
714,READ,13981134971,14032621473,4,15
715,READ,13998707471,14075193973,6,24
